,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,SSP_4,SSP_3,SSP_7,SSP_8,CA.1,CA.2,CA.3,CA.4,CL.1,CL.2,CL.3,CL.4,CL.5,CL.6,CL.7,CL.8,CL.9,CL.10,HP.1,HP.2,HP.3,HP.4,HP.5,HP.6
CL.7,0.9521747666169287,0.9584522344731291,0.9572251168798442,0.9169940328054399,0.9306016228790891,0.9241179187134079,0.9118088384760327,0.9555271218999533,0.9437591981774286,0.9534396718785583,0.9531796156120852,0.9608045495530935,0.9599912009914943,0.9513343605148489,0.9544718891108871,0.921152387274722,0.95358131874307,0.9097128159890582,0.9611822484845591,0.9340222189329234,0.9129057018652784,0.9299882529785893,0.9283586906171101,0.909938051520401,0.7753141111859854,0.766014460037707,0.7104471073738261,0.8371820167085829,0.9636890101531287,0.9532726365224449,0.9368542189714597,0.9679836627232825,0.9624537868860898,0.9603580971260487,1.0,0.9681459726035647,0.9621550886699012,0.9680309109087635,0.9476890634924947,0.9307198305714559,0.9110166505984125,0.9142934883713862,0.9163962492843666,0.8955448929648416
CL.8,0.9513139592372374,0.9502550317097957,0.9578826384429543,0.9383434584683732,0.9424968483798907,0.9404008429097951,0.9285447545174909,0.9545884354858258,0.9506643356200553,0.9554673811453195,0.9582708164607628,0.967558990578015,0.9627374617624529,0.9533936792136757,0.9449778483715952,0.9328579603453746,0.9599961885184765,0.9239765024910288,0.9684972705858019,0.9476486217291514,0.9345198936373911,0.9380836723084759,0.9349292188695418,0.9216188283186896,0.7899671104718659,0.784164068337282,0.7156675858641528,0.8529746127040057,0.9596130113270631,0.9578201921967464,0.9410903275364727,0.973141150042897,0.965007233475405,0.9707180768142117,0.9681459726035647,1.0,0.9528191710656182,0.965248061744853,0.9631914004137128,0.9409281942275882,0.9474695426618203,0.9221924124320964,0.9204130742775977,0.9162988394139592
CL.9,0.9580365109109449,0.9557184618015784,0.9616098114126448,0.9038542303770188,0.9146235597381613,0.9105679651878409,0.8926384711681817,0.9451359077770469,0.9402305238012133,0.945137911441793,0.9498159376085646,0.9572332075135105,0.9569455113822581,0.9452912455581106,0.9553189481921658,0.8950868892672726,0.9435820959399008,0.8974753174756157,0.950182011524206,0.9163945345770983,0.9229966120792806,0.9368928591914829,0.9373415919187522,0.9210093755291208,0.7557914079047153,0.7427724584998846,0.7116933234184085,0.8157134350864645,0.961364029106355,0.9622399370195747,0.946069739823055,0.9654760767876244,0.9572138539517961,0.9590462577361754,0.9621550886699012,0.9528191710656182,1.0,0.960769734034496,0.9383444472429411,0.9427425039518896,0.9065962417988199,0.9301356110130002,0.9382447014860341,0.8886640530940461
CL.10,0.9550898742152064,0.9592031013160977,0.9592481025981459,0.9170145342130251,0.9270752988803522,0.9221676862534596,0.9141806515607583,0.9537643488452683,0.9447620323774053,0.9523746275875578,0.9565978452050468,0.9627007674793769,0.9595550023459964,0.9475350254901916,0.9609765183050522,0.91275646946475,0.957036253112575,0.9121195254651125,0.9568294538293866,0.9311221049621988,0.9247929063374343,0.9382878521948453,0.9317840138929414,0.9203148212837083,0.7724805065749153,0.7603834387435343,0.7228156108986328,0.8362597340551473,0.9631593812367258,0.9578873352772751,0.9464309438417826,0.9644433488073174,0.9651839897360062,0.9707136059106708,0.9680309109087635,0.965248061744853,0.960769734034496,1.0,0.9579778509285528,0.9446288802136972,0.9261097991363532,0.9357809964035514,0.9245036546745472,0.8976478199667343
HP.1,0.9445252277130319,0.9473807551929386,0.9500573866948323,0.9401376644496191,0.9476140618206597,0.9429740461505484,0.9379995254012542,0.9574914486517139,0.9474513577571969,0.9587925743760023,0.9605392107839288,0.96437150031539,0.9594718876368596,0.952760488707046,0.9429891530921756,0.9359051512013581,0.9614979443444768,0.9203467658313301,0.9608723019191586,0.9480824091119967,0.9354723099602803,0.9354480147880543,0.9291108733716532,0.918523610602633,0.7851831423999819,0.7787161145121555,0.6907935055094426,0.8473467578781714,0.9499517376239053,0.9375844565743346,0.9403167870283247,0.9554449665880683,0.9469834712614184,0.9608253447393311,0.9476890634924947,0.9631914004137128,0.9383444472429411,0.9579778509285528,1.0,0.9373844088792879,0.9477804423975796,0.9264740555955038,0.9150496788672533,0.9188749070254014
HP.2,0.9330048545860935,0.9227318712291022,0.9327617802204027,0.8970976077541638,0.8938524954344355,0.8984311011472838,0.8854551466636313,0.9237700815382522,0.9300961553885031,0.925322656766104,0.9367684920753013,0.9380127862558625,0.9326404549688104,0.9163076461732442,0.9315779067722675,0.8863074588867588,0.9222604410877014,0.8997273276138155,0.9355961643132549,0.9046355390492504,0.9438182951460254,0.9444167833383098,0.9423434912723913,0.9369620588873109,0.8099645884717771,0.7801018019403873,0.7467103946257925,0.8528158576382168,0.9461346482507663,0.9529337487814912,0.9320838244441405,0.9357847930180664,0.9575190790882966,0.9462558820592847,0.9307198305714559,0.9409281942275882,0.9427425039518896,0.9446288802136972,0.9373844088792879,1.0,0.9451140277057434,0.9328030532794261,0.9419971827939276,0.9315214580726259
HP.3,0.9202107184919343,0.9135332724309304,0.9258824755147996,0.9191343076780359,0.912678370874686,0.9155128695720176,0.9087624591862534,0.918986865888073,0.9241150365845431,0.9225520183138443,0.9340765046988367,0.9372994174318838,0.9293678957301222,0.9148614782805408,0.9183021716418764,0.9077392049840581,0.9258744423947799,0.9189711184495701,0.9426757933988029,0.9283033459829017,0.9356976036367447,0.9334511001364308,0.9301274635630555,0.922218050801109,0.7890321048322794,0.7955424419236558,0.709967780126634,0.8453862212394785,0.9137195049625968,0.9238131122503365,0.9139953227631935,0.9191948451839208,0.9457086017962126,0.9383146896745181,0.9110166505984125,0.9474695426618203,0.9065962417988199,0.9261097991363532,0.9477804423975796,0.9451140277057434,1.0,0.9241070156602279,0.9175025169510341,0.9342657887758791
HP.4,0.9325509291518804,0.926674755615228,0.9354377985216146,0.9023730998924402,0.901489322422213,0.9038249308366464,0.8880435587166602,0.9253789603692595,0.9246040681311756,0.9256753875981074,0.9408254323428173,0.9364019835785515,0.9329301572138339,0.925041973939188,0.9347432462529935,0.8788633635715496,0.9235552157711988,0.8996633259787412,0.9302263440344529,0.9000451696816101,0.9163530339234955,0.9234605968117168,0.9179228340821547,0.9055516829967432,0.7080570864536975,0.711301765685893,0.6553833437270805,0.7772847572400535,0.9094566850811289,0.9281106672169578,0.9403199972716098,0.9227155278484044,0.9404499834062664,0.9390509384638197,0.9142934883713862,0.9221924124320964,0.9301356110130002,0.9357809964035514,0.9264740555955038,0.9328030532794261,0.9241070156602279,1.0,0.9458273656203926,0.8841907865681139
HP.5,0.9294496758140595,0.9195804248083185,0.939113757648192,0.9049800030495837,0.904119759577085,0.9030057532169984,0.882741129770436,0.9267124792629879,0.9242461713997159,0.9195033442767901,0.9414749951846472,0.9385243379423696,0.9419472298142406,0.9318387622829452,0.9354043761906607,0.8648442305254807,0.920817517027263,0.8735875719219259,0.9353777569542459,0.8882534814455194,0.945902974672357,0.9378253592260489,0.9399019692648908,0.9291527337408826,0.7294167019105395,0.713198114420854,0.6600019713712235,0.7881994269466244,0.9105772692474317,0.9332371266051425,0.9238346404253215,0.9257402399069083,0.9462990163442543,0.9412412703337661,0.9163962492843666,0.9204130742775977,0.9382447014860341,0.9245036546745472,0.9150496788672533,0.9419971827939276,0.9175025169510341,0.9458273656203926,1.0,0.9186625918463542
HP.6,0.9034968575446908,0.8984234244592205,0.9037139019939104,0.9195550824693041,0.9099509627520007,0.9219727584041215,0.9095104694394033,0.9219858206515994,0.9340353198321636,0.9251467704858919,0.9279955307115855,0.924830962997664,0.9201208511897869,0.9132133006340114,0.8938379470187355,0.909870079472413,0.9163001951633708,0.9038285757983171,0.9303562275022536,0.9137607108985712,0.9230357044409089,0.9290396088788061,0.9339969622603592,0.9429865362816585,0.8145109463258239,0.8525197810592107,0.7290702935711653,0.8764674475905049,0.9041124545093253,0.9048016209220129,0.8531098458744221,0.9016608739503896,0.9169036974869545,0.8985098189178232,0.8955448929648416,0.9162988394139592,0.8886640530940461,0.8976478199667343,0.9188749070254014,0.9315214580726259,0.9342657887758791,0.8841907865681139,0.9186625918463542,1.0
